cnuc,nome,anoCriacao,sigla,areaHa,perimetroM,atoLegal,administra,SiglaGrupo,UF,municipios,biomaIBGE,biomaCRL,CoordRegio
215,RESERVA BIOLÓGICA DE POÇO DAS ANTAS,1974,Rebio,50525335,384743442,"DEC  73.791 de 11/03/1974, DEC  76.534 de 13/11/1975",Federal,PI,RJ,Silva Jardim Casimiro de Abreu.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR8 Rio de Janeiro/RJ
73,ESTAÇÃO ECOLÓGICA MICO-LEÃO-PRETO,2002,Esec,66806741,911700876,"DEC S/N de 16/07/2002, DEC S/N de 14/05/2004",Federal,PI,SP,Marabá Paulista Presidente Epitácio Teodoro Sampaio Euclides da Cunha Paulista.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR8 Rio de Janeiro/RJ
172,PARQUE NACIONAL DO IGUAÇU,1939,Parna,1696970552,4084872959,"DEC  1.035 de 10/01/1939, DEC 86.676 de 01/12/1981",Federal,PI,PR,Céu Azul Matelândia Serranópolis do Iguaçu São Miguel do Iguaçu Foz do Iguaçu Capanema Capitão Leonidas Marques Lindoeste Santa tereza do Oeste Santa Terezinha do Itaipu.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR9 Florianópolis/SC
214,RESERVA BIOLÓGICA MARINHA DO ARVOREDO,1990,Rebio,171045997,550480728,DEC  99.142 de 12/03/1990,Federal,PI,SC,Florianópolis Governador Celso Ramos.,MARINHO COSTEIRO,MARINHO COSTEIRO,CR9 Florianópolis/SC
52,ESTAÇÃO ECOLÓGICA DE CARIJÓS,1987,Esec,7593371,331576553,DEC 94.656 de 20/07/1987,Federal,PI,SC,Florianópolis.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR9 Florianópolis/SC
50,ESTAÇÃO ECOLÓGICA DE ARACURI-ESMERALDA,1981,Esec,2769792,70281074,DEC  86.061 de 2/6/1981.,Federal,PI,RS,Muitos Capões.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR9 Florianópolis/SC
140,PARQUE NACIONAL DA LAGOA DO PEIXE,1986,Parna,367219306,1404748096,DEC 93.546 de 06/11/1986,Federal,PI,RS,Mostardas Tavares.,PAMPA,PAMPA,CR9 Florianópolis/SC
67,ESTAÇÃO ECOLÓGICA DO JARI,1982,Esec,2310820937,4333967338,"DEC  87.092 de 12/04/1982, DEC 89.440 de 13/03/1984",Federal,PI,PA/AP,Laranjal do Jari Almeirim.,AMAZÔNIA,AMAZÔNIA,CR4 Belém/PA
213,RESERVA BIOLÓGICA DE UATUMÃ,1990,Rebio,9387316217,5325577648,"DEC  99.277 de 06/06/1990, DEC S/N de 19/09/2002",Federal,PI,AM,Urucará São Sebastião do Uatumã Presidente Figueiredo.,AMAZÔNIA,AMAZÔNIA,CR2 Manaus/AM
179,PARQUE NACIONAL DO VIRUÁ,1998,Parna,2149505192,2389815819,DEC S/N de 29/04/1998,Federal,PI,RR,Caracaraí.,AMAZÔNIA,AMAZÔNIA,CR2 Manaus/AM
57,ESTAÇÃO ECOLÓGICA DE MARACÁ,1981,Esec,1035198671,217330675,DEC  86.061 de 02/06/1981,Federal,PI,RR,Amajari Alto Alegre.,AMAZÔNIA,AMAZÔNIA,CR2 Manaus/AM
177,PARQUE NACIONAL DO PICO DA NEBLINA,1979,Parna,2253000,973850944,DEC 83.550 de 05/06/1979,Federal,PI,AM,Santa Isabel do Rio Negro São Gabriel da Cachoeira.,AMAZÔNIA,AMAZÔNIA,CR2 Manaus/AM
273,RESERVA EXTRATIVISTA ARIÓCA PRUANÃ,2005,Resex,838167161,1541511555,DEC S/N de  16/11/2005,Federal,US,PA,Oeiras do Pará Bagre.,AMAZÔNIA,AMAZÔNIA,CR4 Belém/PA
282,RESERVA EXTRATIVISTA TERRA GRANDE - PRACUÚBA,2006,Resex,1948703774,2728143405,DEC S/N de 05/06/2006,Federal,US,PA,São Sebastião da Boa Vista Curralinho Anajás Breves Muaná.,AMAZÔNIA,AMAZÔNIA,CR4 Belém/PA
66,ESTAÇÃO ECOLÓGICA DO CASTANHÃO,2001,Esec,125746361,3507149751,DEC S/N de 27/09/2001,Federal,PI,CE,Jaguaribara Alto Santo Iracema.,CAATINGA,CAATINGA,CR6 Cabedelo/PB
168,PARQUE NACIONAL DO ARAGUAIA,1959,Parna,5555244384,5360869417,"DEC 47.570 de 31/12/1959, DEC 84.844 de 24/06/1980",Federal,PI,TO,Pium Lagoa da Confusão.,CERRADO,CERRADO,CR10 Cuiabá/MT
160,PARQUE NACIONAL DE CAPARAÓ,1961,Parna,317632914,1390674002,"DEC 50.646 de 24/05/1961, DEC S/N de 20/11/1991, DEC S/N de 20/11/1997",Federal,PI,ES/MG,Irupi Iúna Alto Jequitibá Alto Caparaó Caparaó Espera Feliz Ibitirama Divino de São Lourenço Dores do Rio Preto.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR11 Lagoa Santa/MG
141,PARQUE NACIONAL DA RESTINGA DE JURUBATIBA,1998,Parna,14867443,1257123306,DEC S/N de 29/04/1998,Federal,PI,RJ,Quissamã Carapebus Macaé.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR8 Rio de Janeiro/RJ
178,PARQUE NACIONAL DO SUPERAGUI,1989,Parna,338606378,1589152359,"DEC 97.688 de 25/04/1989, DEC 9.513 de 20/11/1997",Federal,PI,SP/PR,Guaraqueçaba.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR9 Florianópolis/SC
173,PARQUE NACIONAL DO JAÚ,1980,Parna,2367000,11587908905,DEC 85.200 de 24/09/1980,Federal,PI,AM/RR,Novo Airão Barcelos.,AMAZÔNIA,AMAZÔNIA,CR2 Manaus/AM
174,PARQUE NACIONAL DO MONTE RORAIMA,1989,Parna,1167492402,3143867552,DEC 97.887 de 28/06/1989,Federal,PI,RR,Uiramutã.,AMAZÔNIA,AMAZÔNIA,CR2 Manaus/AM
209,RESERVA BIOLÓGICA DO LAGO PIRATUBA,1980,Rebio,3924748488,3083257207,"DEC  84.914 de 16/07/1980, DEC  89.932 de 10/07/1984",Federal,PI,AP,Amapá Tartarugalzinho Pracuúba.,AMAZÔNIA,AMAZÔNIA,CR4 Belém/PA
180,PARQUE NACIONAL DOS LENÇOIS MARANHENSES,1981,Parna,1566081572,2175696514,DEC 86.060 de 02/06/1981,Federal,PI,MA,Primeira Cruz Santo Amaro do Maranhão Barreirinhas Humberto de Campos.,CERRADO,CERRADO,CR5 Parnaíba/PI
203,RESERVA BIOLÓGICA DO ATOL DAS ROCAS,1979,Rebio,351870142,927641174,DEC  83.549 de 05/06/1979,Federal,PI,PE,Natal.,MARINHO COSTEIRO,MARINHO COSTEIRO,CR6 Cabedelo/PB
166,PARQUE NACIONAL DE SETE CIDADES,1961,Parna,63037368,326981976,DEC 50.744 de 05/06/1961,Federal,PI,PI,Piracuruca Brasileira.,CAATINGA,CAATINGA,CR5 Parnaíba/PI
211,RESERVA BIOLÓGICA DO TAPIRAPÉ,1989,Rebio,992730353,2861417442,DEC  97.719 de 05/05/1989,Federal,PI,PA,Marabá São Félix do Xingu.,AMAZÔNIA,AMAZÔNIA,CR4 Belém/PA
69,ESTAÇÃO ECOLÓGICA DO SERIDÓ,1982,Esec,11236123,221421092,DEC  87.222 de 31/05/1982,Federal,PI,RN,Serra Negra do Norte.,CAATINGA,CAATINGA,CR6 Cabedelo/PB
170,PARQUE NACIONAL DO CATIMBAU,2002,Parna,622950997,1460202713,DEC S/N de 13/12/2002,Federal,PI,PE,Ibimirim Tupanatinga Buíque.,CAATINGA,CAATINGA,CR6 Cabedelo/PB
200,RESERVA BIOLÓGICA DE SERRA NEGRA,1982,Rebio,6248583,12588692,DEC  87.591 de 20/08/1982,Federal,PI,PE,Floresta Tacaratu Inajá.,CAATINGA,CAATINGA,CR6 Cabedelo/PB
198,RESERVA BIOLÓGICA DE SALTINHO,1983,Rebio,5625769,106797221,DEC  88.744 de 21/09/1983,Federal,PI,PE,Tamandaré Rio Formoso.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR6 Cabedelo/PB
59,ESTAÇÃO ECOLÓGICA DE MURICI,2001,Esec,61316293,635087749,DEC S/N de 28/05/2001,Federal,PI,AL,Murici Flexeiras Messias.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR6 Cabedelo/PB
194,RESERVA BIOLÓGICA DO ABUFARI,1982,Rebio,2238667351,2897067877,DEC  87.585 de 20/09/1982,Federal,PI,AM,Tapauá.,AMAZÔNIA,AMAZÔNIA,CR2 Manaus/AM
74,ESTAÇÃO ECOLÓGICA RASO DA CATARINA,1984,Esec,1048444023,1356843243,"DECRETO Nº 89.268 DE 03/01/1984, Portaria 373 de de 11/10/2001",Federal,PI,BA,Rodelas Paulo Afonso Jeremoabo.,CAATINGA,CAATINGA,CR6 Cabedelo/PB
163,PARQUE NACIONAL DE PACAÁS NOVOS,1979,Parna,7086699042,6089779599,DEC 84.019 de 21/09/1979,Federal,PI,RO,Nova Mamoré Campo Novo de Rondônia Governador Jorge Teixeira Alvorada D'Oeste São Miguel do Guaporé Guajará-Mirim Mirante da Serra.,AMAZÔNIA,AMAZÔNIA,CR1 Porto Velho/RO
68,ESTAÇÃO ECOLÓGICA RIO ACRE,1981,Esec,790941845,1403772755,DEC 86.061 de 02/06/1981,Federal,PI,AC,Sena Madureira Assis Brasil.,AMAZÔNIA,AMAZÔNIA,CR1 Porto Velho/RO
206,RESERVA BIOLÓGICA DO GUAPORÉ,1982,Rebio,6157763294,5186253824,DEC  87.587 de 20/09/1982,Federal,PI,RO,Alta Floresta d'Oeste São Francisco do Guaporé São Miguel do Guaporé Seringueiras.,AMAZÔNIA,AMAZÔNIA,CR1 Porto Velho/RO
219,REFÚGIO DE VIDA SILVESTRE DAS VEREDAS DO OESTE BAIANO,2002,Revis,1280505526,3309550588,"DEC S/N de 13/12/2002, DEC S/N de 11/06/2010",Federal,PI,BA,Jaborandi Cocos.,CERRADO,CERRADO,CR11 Lagoa Santa/MG
135,PARQUE NACIONAL CAVERNAS DO PERUAÇU,1999,Parna,56449004,2276699674,DEC S/N de 21/09/1999,Federal,PI,MG,São João das Missões Itacarambi Januária.,CERRADO,CAATINGA e CERRADO,CR11 Lagoa Santa/MG
185,PARQUE NACIONAL MARINHO DOS ABROLHOS,1983,Parna,879431394,168777703,DEC 88.218 de 06/04/1983,Federal,PI,BA,Caravelas.,MARINHO COSTEIRO,MARINHO COSTEIRO,CR7 Porto Seguro/BA
132,FLORESTA NACIONAL DA RESTINGA DE CABEDELO,2004,Flona,1146183,4631224,DEC S/N de 02/06/2004,Federal,US,PB,Cabedelo João Pessoa.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR6 Cabedelo/PB
286,RESERVA EXTRATIVISTA DE RECANTO DAS ARARAS DE TERRA RONCA,2006,Resex,123493298,588328167,DEC S/N de 11/09/2006,Federal,US,GO,São Domingos Guarani de Goiás Correntina.,CERRADO,CERRADO,CR11 Lagoa Santa/MG
157,PARQUE NACIONAL DAS SEMPRE-VIVAS,2002,Parna,1241558993,168692604,DEC S/N de 13/12/2002,Federal,PI,MG,Buenópolis Bocaiúva Olhos-d'Água Diamantina.,CERRADO,CERRADO,CR11 Lagoa Santa/MG
242,RESERVA EXTRATIVISTA DO LAGO DO CAPANÃ GRANDE,2004,Resex,304313441,3917387514,DEC S/N de  03/06/2004,Federal,US,AM,Manicoré Tapauá Beruri.,AMAZÔNIA,AMAZÔNIA,CR2 Manaus/AM
188,PARQUE NACIONAL SERRA DA CUTIA,2001,Parna,2835034952,3440526101,DEC S/N de 01/08/2001,Federal,PI,RO,Guajará-Mirim.,AMAZÔNIA,AMAZÔNIA,CR1 Porto Velho/RO
277,PARQUE NACIONAL DOS CAMPOS GERAIS,2006,Parna,21299076,1594175237,DEC S/N de 23/03/2006,Federal,PI,PR,Castro Carambeí Ponta Grossa.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR9 Florianópolis/SC
204,RESERVA BIOLÓGICA DO CÓRREGO DO VEADO,1982,Rebio,2375763,24338981,"DEC  87.590 de 20/09/1982, DEC 89.569 de 23/04/1984",Federal,PI,ES,Pinheiros.,MATA ATLÂNTICA,MATA ATLÂNTICA,CR7 Porto Seguro/BA
61,ESTAÇÃO ECOLÓGICA DE PIRAPITINGA,1987,Esec,13845018,271493697,DEC 94.656 de 20/07/1987,Federal,PI,MG,Morada Nova de Minas.,CERRADO,CERRADO,CR11 Lagoa Santa/MG
